driver initialize
driver initialize
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(2, 1, 2000) add end day: false [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(2, 1, 2000) add end day: true [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(7, 1, 2000) add end day: false [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(7, 1, 2000) add end day: true [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(31, 1, 2000) add end day: false [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(31, 1, 2000) add end day: true [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(1, 1, 2001) add end day: false [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(1, 1, 2001) add end day: true [PASSED]
run: DateDifference_HardCoded_Sanity_Test(21, Nov, 1997)-(30, Oct, 2019) add end day: false [PASSED]
run: DateDifference_HardCoded_Sanity_Test(21, Nov, 1997)-(30, Oct, 2019) add end day: true [PASSED]
run: DateDifference_HardCoded_Sanity_Test(32, Nov, 1997)-(30, Oct, 2019) add end day: false [PASSED]
RandomNumberGeneratorTest:|  Indx |   low  |  high  |  num | dup | sort | type | per.|324 TCs in: RandomNumberGeneratorDataSet.txt
RandomNumberGeneratorTest:| 24    |-200.00 |-100.00 | 1    |false|Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 25    |-200.00 |-100.00 | 1    |false|Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 26    |-200.00 |-100.00 | 1    |false|Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 27    |-200.00 |-100.00 | 1    |false|Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 28    |-200.00 |-100.00 | 1    |false|Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 29    |-200.00 |-100.00 | 1    |false|Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 30    |-200.00 |-100.00 | 1    |false|Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 31    |-200.00 |-100.00 | 1    |false|None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 32    |-200.00 |-100.00 | 1    |false|None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 33    |-200.00 |-100.00 | 1    |false|None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 34    |-200.00 |-100.00 | 1    |false|None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 35    |-200.00 |-100.00 | 1    |false|None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 36    |-200.00 |-100.00 | 1    |false|None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 37    |-200.00 |-100.00 | 3    |true |Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 38    |-200.00 |-100.00 | 3    |true |Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 39    |-200.00 |-100.00 | 3    |true |Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 40    |-200.00 |-100.00 | 3    |true |Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 41    |-200.00 |-100.00 | 3    |true |Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 42    |-200.00 |-100.00 | 3    |true |Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 43    |-200.00 |-100.00 | 3    |true |Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 44    |-200.00 |-100.00 | 3    |true |Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 45    |-200.00 |-100.00 | 3    |true |Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 46    |-200.00 |-100.00 | 3    |true |Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 47    |-200.00 |-100.00 | 3    |true |Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 48    |-200.00 |-100.00 | 3    |true |Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 49    |-200.00 |-100.00 | 3    |true |None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 50    |-200.00 |-100.00 | 3    |true |None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 51    |-200.00 |-100.00 | 3    |true |None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 52    |-200.00 |-100.00 | 3    |true |None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 53    |-200.00 |-100.00 | 3    |true |None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 54    |-200.00 |-100.00 | 3    |true |None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 55    |-200.00 |-100.00 | 3    |false|Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 56    |-200.00 |-100.00 | 3    |false|Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 57    |-200.00 |-100.00 | 3    |false|Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 58    |-200.00 |-100.00 | 3    |false|Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 59    |-200.00 |-100.00 | 3    |false|Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 60    |-200.00 |-100.00 | 3    |false|Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 61    |-200.00 |-100.00 | 3    |false|Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 62    |-200.00 |-100.00 | 3    |false|Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 63    |-200.00 |-100.00 | 3    |false|Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 64    |-200.00 |-100.00 | 3    |false|Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 65    |-200.00 |-100.00 | 3    |false|Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 66    |-200.00 |-100.00 | 3    |false|Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 67    |-200.00 |-100.00 | 3    |false|None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 68    |-200.00 |-100.00 | 3    |false|None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 69    |-200.00 |-100.00 | 3    |false|None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 70    |-200.00 |-100.00 | 3    |false|None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 71    |-200.00 |-100.00 | 3    |false|None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 72    |-200.00 |-100.00 | 3    |false|None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 73    |-200.00 |-100.00 | 20   |true |Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 74    |-200.00 |-100.00 | 20   |true |Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 75    |-200.00 |-100.00 | 20   |true |Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 76    |-200.00 |-100.00 | 20   |true |Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 77    |-200.00 |-100.00 | 20   |true |Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 78    |-200.00 |-100.00 | 20   |true |Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 79    |-200.00 |-100.00 | 20   |true |Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 80    |-200.00 |-100.00 | 20   |true |Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 81    |-200.00 |-100.00 | 20   |true |Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 82    |-200.00 |-100.00 | 20   |true |Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 83    |-200.00 |-100.00 | 20   |true |Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 84    |-200.00 |-100.00 | 20   |true |Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 85    |-200.00 |-100.00 | 20   |true |None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 86    |-200.00 |-100.00 | 20   |true |None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 87    |-200.00 |-100.00 | 20   |true |None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 88    |-200.00 |-100.00 | 20   |true |None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 89    |-200.00 |-100.00 | 20   |true |None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 90    |-200.00 |-100.00 | 20   |true |None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 91    |-200.00 |-100.00 | 20   |false|Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 92    |-200.00 |-100.00 | 20   |false|Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 93    |-200.00 |-100.00 | 20   |false|Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 94    |-200.00 |-100.00 | 20   |false|Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 95    |-200.00 |-100.00 | 20   |false|Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 96    |-200.00 |-100.00 | 20   |false|Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 97    |-200.00 |-100.00 | 20   |false|Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 98    |-200.00 |-100.00 | 20   |false|Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 99    |-200.00 |-100.00 | 20   |false|Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 100   |-200.00 |-100.00 | 20   |false|Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 101   |-200.00 |-100.00 | 20   |false|Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 102   |-200.00 |-100.00 | 20   |false|Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 103   |-200.00 |-100.00 | 20   |false|None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 104   |-200.00 |-100.00 | 20   |false|None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 105   |-200.00 |-100.00 | 20   |false|None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 106   |-200.00 |-100.00 | 20   |false|None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 107   |-200.00 |-100.00 | 20   |false|None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 108   |-200.00 |-100.00 | 20   |false|None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 109   |-100.00 |  100.00 | 1    |true |Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 110   |-100.00 |  100.00 | 1    |true |Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 111   |-100.00 |  100.00 | 1    |true |Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 112   |-100.00 |  100.00 | 1    |true |Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 113   |-100.00 |  100.00 | 1    |true |Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 114   |-100.00 |  100.00 | 1    |true |Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 115   |-100.00 |  100.00 | 1    |true |Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 116   |-100.00 |  100.00 | 1    |true |Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 117   |-100.00 |  100.00 | 1    |true |Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 118   |-100.00 |  100.00 | 1    |true |Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 119   |-100.00 |  100.00 | 1    |true |Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 120   |-100.00 |  100.00 | 1    |true |Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 121   |-100.00 |  100.00 | 1    |true |None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 122   |-100.00 |  100.00 | 1    |true |None  | int  |22   | [PASSED]
